,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E13,E14,E15,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15
S02,-0.003450623645,0.003547666608,0.2605029524,0.08931188371,-0.04095451801,0.0729292323,0.1988929686,-0.05044765249,0.239607678,0.2567717955,0.06390627599,0.08701794526,0.01458195773,0.07121359897,-0.07720261131,0.224465568,0.02704661541,-0.00191525571,-0.04607533511,0.1411804043,-0.01073417709,0.2381564864,0.08624030939,0.3413109552,0.1804991959,0.2208441733,0.1178349358,0.2834355029,0.3229698314,0.08701727802,0.3180822068,1,0.287936854,0.388855677,0.03439739084,0.3863704763,0.1069059903,0.2752038344,0.379366154,0.2068448939,0.1406089765,0.351598309,0.2394147599,0.2222365753,0.400130139,-0.08646451527,0.1720528894,0.197668073,0.2206136537,0.3086461282,0.07035001084,0.3086888476,0.2136059271,0.257465059,0.4188486433,0.09601755048,0.2665758372,0.08669032256,0.1855676338,0.1432908881
S03,0.02328092574,0.0866300012,-0.04631659787,0.161068591,0.0402233052,0.07872710401,0.1436916819,0.05362920678,0.01587103745,0.07229654452,0.2331888156,0.2488815157,0.1620650526,0.09517173318,-0.03652087338,0.0382655052,-0.1709663192,-0.01573442373,0.1025633475,-0.02973303982,-0.115828133,0.2524566408,-0.05835661748,0.2025177634,0.0353556429,0.07871129158,0.2151019385,-0.007279259514,0.131478797,0.1490473895,0.5456765191,0.287936854,1,0.2767241975,0.01037850438,0.2144368951,0.07757935694,0.1044466934,0.2919764408,0.2224891021,0.07318320388,0.2647489361,0.3688705142,0.2365813481,0.3167209521,0.2728523041,0.08232824322,0.360737589,0.1151491658,0.2269539045,0.1793196586,0.1514305753,0.1514481852,0.003816264142,0.2536213753,0.3522746589,0.109438527,0.08587551434,0.005928934804,0.2017942957
S04,-0.2013570891,0.0783718258,0.152247925,0.1141833912,-0.05570004663,0.3583747095,0.003465676503,0.03384152319,0.01884324232,0.1934400868,0.2521124321,0.3075966713,0.02463477881,0.1827513564,-0.07977196804,0.11345558,0.06363521784,-0.1949568263,0.1132980523,0.07840546847,0.2044137645,0.2047632645,0.001851435389,0.1191922944,0.2372586873,0.1095149009,0.2594172263,0.1244879314,0.338030888,0.1795771606,0.2262974608,0.388855677,0.2767241975,1,0.2126224432,0.31559874,0.2590917728,0.1289884024,0.3948824044,0.3375861967,0.03529779197,0.3175831047,0.2679605394,0.4388351413,0.1740295216,0.02485412131,0.2158455717,0.234923869,0.170010294,0.3780798962,-0.00292502713,0.3079344588,0.1653183106,0.4247640855,0.2842827292,0.08955569043,0.2170960345,0.2817270365,0.29329423,0.2935873419
S05,-0.1412440157,-0.005186295182,0.1482661254,0.01430528074,0.2316221884,0.05768511334,-0.02583708353,0.1295442511,-0.1339552542,0.463867388,0.3171579786,0.3893936739,0.2069052029,0.2423960462,0.04530713431,-0.01513555383,0.03242541381,-0.2295767786,-0.06752929929,0.1746064409,-0.06400868988,0.1195074261,0.02548834737,0.1050856232,0.2794595926,0.2435104482,0.01507289083,-0.02281981864,0.1104237788,0.1481501227,0.1298568639,0.03439739084,0.01037850438,0.2126224432,1,0.2054254623,0.3351963974,0.1646163603,0.272606076,0.09778024141,0.1508146129,0.2565799873,0.1481625547,0.2855655879,0.1031447889,0.1606868254,0.1344251842,0.08292112697,0.2266545569,0.1711923903,0.2089807336,0.08608356817,0.1080910007,0.2933246587,0.1940877537,0.1613147817,0.2632530905,0.2996297979,0.1481051578,0.2045951169
S06,-0.08817617974,0.07474179951,0.03177600315,0.1508604955,0.1514273546,0.1922905468,0.1636406796,0.1127241627,0.0137571966,0.206703943,0.07513233075,0.2157799131,0.2675618919,0.2964618474,0.03470082359,0.3003525407,-0.08351919285,-0.2923336691,0.3082121949,0.3509975501,0.1243403143,0.4175767296,0.1300934885,0.06807289294,0.514689083,0.2237911724,0.2267907625,-0.05016504092,0.3090025868,0.2777609885,0.08803562031,0.3863704763,0.2144368951,0.31559874,0.2054254623,1,0.3170541363,0.05388478578,0.4930308174,0.2717464882,0.1949332205,0.2260422875,0.2577920836,0.2742296282,0.3110888617,0.3067559119,0.4014367216,0.1897865209,0.2786448754,0.4402101391,0.1515290091,0.3655824481,0.3941704324,0.4008054249,0.500347458,0.4736058744,0.3161794138,0.4168682283,0.3420558603,0.1801268419
S07,0.02645416075,0.1797211251,0.07638635425,0.1262426628,0.3391685942,0.378605873,0.2722640029,0.1133277748,0.006666545957,0.1528388234,0.1221546545,0.1694592907,-0.07353628526,0.1445259036,0.1007176803,0.3004665126,-0.2068827129,-0.1813739473,0.02640216067,0.1586460697,0.2094720677,0.2139254169,0.1795622257,0.1323478076,0.3884600554,0.2857086399,0.3095314108,0.1472981804,0.3334050136,0.4344467778,0.2570289084,0.1069059903,0.07757935694,0.2590917728,0.3351963974,0.3170541363,1,0.07464808637,0.4961555506,0.2360223615,0.3134433965,0.2647332456,0.2685831145,0.3836445645,0.3934592945,0.4031283451,0.4773074851,0.2351816128,0.3947988025,0.3275232216,0.2585361382,0.274129257,0.2672689356,0.4404100685,0.3243180389,0.3125350795,0.4119648765,0.3737777035,0.4460940627,0.3115644702
S08,0.00367724748,0.03669491268,0.1508128641,-0.1591492219,-0.03513550149,-0.1371832472,0.2046061651,0.04985821082,0.243832797,0.10853188,0.2166281406,0.06362782615,0.1655097341,0.05330898552,-0.02957164006,0.05637431269,0.05138010261,-0.1193810285,0.009333435965,0.1090582345,0.02544088959,0.09482077643,0.1892809255,0.2896776049,-0.02099503921,0.2811072102,0.1293898694,0.2475871278,-0.02099503921,0.2299291876,0.2970574504,0.2752038344,0.1044466934,0.1289884024,0.1646163603,0.05388478578,0.07464808637,1,0.3065460183,0.09737074937,0.09447983558,0.2852195964,-0.03417780786,0.2468179673,0.1147859614,0.05837119358,0.08178704291,0.08508063564,0.01321572702,0.1703938063,-0.01728911231,0.2225696601,0.1288255914,0.03586255144,0.1550712217,0.04299798034,0.06623565653,-0.006943774745,0.2157542215,0.1794895709
S09,-0.04019124122,0.1150270111,0.1432836096,0.1770987062,0.1293087697,0.1639971347,0.2679006293,0.1041218708,0.100726593,0.1921354477,0.3258991677,0.1728922367,0.03523158783,0.233553323,0.1058397209,0.2002828673,-0.1694842223,-0.2572351702,0.1746594203,0.2239768117,0.09034662838,0.3612218916,0.1144137106,0.1534571876,0.3566990957,0.2681437135,0.2614805706,0.1138542883,0.3263111073,0.3177608988,0.2494987415,0.379366154,0.2919764408,0.3948824044,0.272606076,0.4930308174,0.4961555506,0.3065460183,1,0.2905949208,0.4467161463,0.3631045997,0.419884147,0.524414449,0.3616866956,0.2450728932,0.3441490566,0.4296047844,0.3864133653,0.2892473208,0.2751715332,0.3197367656,0.2753759281,0.4874115543,0.4130200879,0.3697059459,0.3664304878,0.4161879043,0.4713928304,0.3352208499
S10,-0.02886137861,-0.1215478068,0.1122200872,0.1114695115,0.2124087886,0.1568839691,0.2352187681,0.1157940776,0.2483573187,0.1686404704,0.3674370584,0.1717463129,0.1846699968,0.1854201486,0.1323783936,-0.01352160959,-0.06814727875,-0.06172133998,2.544613096e-16,0.1319426769,0.3461953095,0.2054762976,0.07793103189,0.09228024628,0.2213635356,0.2860119174,0.1540657773,0.1807050989,0.3143890588,0.2242872552,0.1494069789,0.2068448939,0.2224891021,0.3375861967,0.09778024141,0.2717464882,0.2360223615,0.09737074937,0.2905949208,1,0.2315194084,0.4280238803,0.3682786161,0.2949831385,0.1890031757,0.2298107142,0.2536302393,0.08983749301,0.283319271,0.224820426,0.1996762482,0.3250911897,0.4447598493,0.2707618963,0.2890880783,0.4023331071,0.04511905253,0.1763429919,0.1757977727,0.4414078973
S11,0.1396658234,-0.136477802,0.1797606907,-0.04358690743,0.357869699,-0.02007049442,0.2214092146,0.02904069358,0.1258394287,0.06900684064,0.1608198883,0.06169298085,0.1393833424,-0.1496599534,0.1771654428,0.1807946466,-0.1934963635,-0.1325471496,0.132082574,0.1850736953,-0.04033827954,0.4271859107,0.06908940293,0.07542175527,0.265447007,0.3702799225,0.1546784849,0.0821506036,0.3206295389,0.335335557,0.09901039664,0.1406089765,0.07318320388,0.03529779197,0.1508146129,0.1949332205,0.3134433965,0.09447983558,0.4467161463,0.2315194084,1,0.2404450445,0.2740194815,0.2870884818,0.1630340353,0.2078155351,0.1908030861,0.05607088945,0.1769260464,0.1981011202,0.433764884,0.3240098591,0.2631576881,0.2541949984,0.07499710198,0.224326334,0.1802575857,0.2020660999,0.348413627,0.2720099361
S12,0.1018577593,0.07111021492,0.2719733165,0.1346628497,0.2300267903,0.1567187265,0.2520540796,0.1379108233,0.2028541864,0.2910765006,0.3122931629,0.2382935235,0.1694139059,0.2149623849,-0.07255461036,0.1093073332,-0.02897523317,-0.1733133913,-0.005939742666,0.200823758,0.04286608821,0.143696559,-0.03310065199,0.2641857929,0.241242009,0.3167146828,0.2215298901,0.09652341781,0.2030879412,0.153872264,0.2901046896,0.351598309,0.2647489361,0.3175831047,0.2565799873,0.2260422875,0.2647332456,0.2852195964,0.3631045997,0.4280238803,0.2404450445,1,0.2293685568,0.3153155236,0.25732965,0.1382278223,0.256374606,-0.007862585646,0.0983911892,0.3020964632,0.03568742392,0.4392021714,0.3153155236,0.152800604,0.3219177412,0.2180618896,0.1529587676,0.1541093978,0.09440314569,0.2744982688
S13,-0.1018759556,0.1202384444,0.02436969172,0.3070756529,0.2229178456,0.2932727164,0.2188437492,0.09445043433,0.01445873056,0.1415748813,0.2435974061,0.4146664207,0.3208959256,0.1976716543,0.161402386,0.0460020852,-0.1049141275,-0.2192568735,0.1232997663,0.1070484171,0.08204187848,0.2175609222,-0.01977152561,0.05930040665,0.3429533622,0.1454425358,0.3053638695,-0.02610498047,0.2042843807,0.05140467931,0.1001136483,0.2394147599,0.3688705142,0.2679605394,0.1481625547,0.2577920836,0.2685831145,-0.03417780786,0.419884147,0.3682786161,0.2740194815,0.2293685568,1,0.4253357151,0.401961301,0.1897655062,0.2395624158,0.4598752993,0.3375583633,0.1460760074,0.2651276893,0.1644121073,0.3588675148,0.2379714756,0.5298522971,0.2402516862,0.3176070582,0.3065007155,0.3188763097,0.2782242385
S14,-0.08470692197,0.1682387565,0.07132273384,0.2676162079,0.01458379541,0.2875586512,0.2034256226,-0.007278655557,-0.09033357984,0.2229402099,0.4359530168,0.3206688903,0.1730280587,0.2855946475,0.2738571317,0.05075386868,-0.1093070247,-0.2331887822,0.192408476,0.01244934059,0.1469764424,0.3475113002,0.2605934436,0.181649042,0.4246261125,0.2100062972,0.332059728,0.1138519771,0.2699696679,0.2301444671,0.4488344071,0.2222365753,0.2365813481,0.4388351413,0.2855655879,0.2742296282,0.3836445645,0.2468179673,0.524414449,0.2949831385,0.2870884818,0.3153155236,0.4253357151,1,0.4100082019,0.2167202181,0.3261610092,0.2744501608,0.2254674186,0.2108675466,0.2585633775,0.3496319279,0.3829431438,0.5301361653,0.398661596,0.1736535621,0.4005397598,0.5550282649,0.4516271573,0.3629104965
S15,0.05529193499,0.2363410677,0.1446076135,0.3426753443,0.2342963117,0.1909323114,0.214029527,0.04045531844,-0.03832229166,0.2447705046,0.1376607456,0.3317807815,0.03902924336,0.2613096523,0.2498650553,0.08056246588,-0.09464515096,0.0484824533,0.04585180207,-0.02746311085,0.00839468482,0.2878771101,0.274071906,0.1732663278,0.4038793569,0.060301565,0.2152809494,0.08851260521,0.3260884841,0.2980532909,0.3922596022,0.400130139,0.3167209521,0.1740295216,0.1031447889,0.3110888617,0.3934592945,0.1147859614,0.3616866956,0.1890031757,0.1630340353,0.25732965,0.401961301,0.4100082019,1,0.1536203053,0.4361691538,0.3467244645,0.2999102387,0.08681825065,0.2166744852,0.1014867989,0.3089662363,0.2862783222,0.4667974116,0.2388623768,0.4459442604,0.2735399655,0.186997496,0.1707761837
V01,-0.05516760988,-0.002113038437,-0.04758561826,0.08834605901,0.2291571791,-0.05521757689,0.451897286,0.06661746194,0.1172246475,-0.06529516848,0.005748874875,0.07735709642,-0.04265325636,0.2075042421,0.1310202859,0.1041037897,-0.107186968,-0.1026968601,0.1121161635,0.1230236408,0.05275523641,0.178839499,0.0883729856,-0.0054153975,0.2470368551,0.165684023,0.06866701578,-0.1722124977,0.07830275591,0.241903432,0.2034035798,-0.08646451527,0.2728523041,0.02485412131,0.1606868254,0.3067559119,0.4031283451,0.05837119358,0.2450728932,0.2298107142,0.2078155351,0.1382278223,0.1897655062,0.2167202181,0.1536203053,1,0.4708431815,0.2196889392,0.3570252951,0.1283785908,0.1382746478,0.1394743355,0.2464973918,0.1238081812,0.1394041822,0.3801564287,0.1144578953,0.4370328554,0.3619247216,0.2570861543
V02,-0.03617131975,0.2790164259,0.3056230369,0.1570688339,0.1217258156,0.2868797806,0.2481808154,0.01853543291,0.03372633462,0.265131529,0.2239215092,0.3429118477,0.139207269,0.4495008816,0.1315089253,0.03528600166,-0.0005140877921,-0.1343339961,0.1150497547,0.09487722496,0.08018073922,0.2244581771,0.3009849097,-0.1278914474,0.4184636327,0.2944882966,0.3073779857,-0.08943199353,0.417219573,0.4032396398,0.1961283026,0.1720528894,0.08232824322,0.2158455717,0.1344251842,0.4014367216,0.4773074851,0.08178704291,0.3441490566,0.2536302393,0.1908030861,0.256374606,0.2395624158,0.3261610092,0.4361691538,0.4708431815,1,0.2440483545,0.4068024866,0.1973651306,0.1339045938,0.3287894333,0.376434805,0.3675661175,0.389990962,0.3176064512,0.3834419599,0.4151427971,0.3483799306,0.1577954763
V03,-0.0274355553,0.1284486273,-0.04582581853,0.2502866783,-0.006563191012,0.2531125169,-0.05334100887,0.01321898102,0.06463638877,0.07951824302,0.2139987089,0.1531619551,0.08828043696,0.07333737071,0.08042713521,0.08462982969,-0.07407589587,-0.04354639797,0.003146644668,0.006805987228,0.006462523314,0.04907278469,0.3312386286,0.02712546204,0.1748460854,0.1380831192,0.3357235868,-0.00433606278,0.2286634712,0.2544569805,0.1638639605,0.197668073,0.360737589,0.234923869,0.08292112697,0.1897865209,0.2351816128,0.08508063564,0.4296047844,0.08983749301,0.05607088945,-0.007862585646,0.4598752993,0.2744501608,0.3467244645,0.2196889392,0.2440483545,1,0.4248190261,0.1929517541,0.2413788846,0.1879580501,0.2371004526,0.2751923673,0.4916008555,0.1145852822,0.4284634867,0.2583789724,0.32088783,0.3069240055
V04,-0.005514495117,0.03013509379,0.1876071834,-0.0633787562,0.03961450453,0.1232813535,0.240196018,0.02469366406,0.01072520317,0.1258509861,0.2481382953,0.2286883644,0.1150966166,0.1093178849,0.1627716564,-0.002308826727,0.05468677413,-0.06559103635,-0.05826136143,0.01729234449,0.002417705179,0.02214874377,0.195966497,-0.07249634706,0.1481952354,0.1872228912,0.1047301974,0.03406309726,0.1103903828,0.1479650149,0.08466110805,0.2206136537,0.1151491658,0.170010294,0.2266545569,0.2786448754,0.3947988025,0.01321572702,0.3864133653,0.283319271,0.1769260464,0.0983911892,0.3375583633,0.2254674186,0.2999102387,0.3570252951,0.4068024866,0.4248190261,1,0.3005940986,0.4041289931,0.225528453,0.3182282331,0.320754717,0.3834221937,0.2415218431,0.3099793076,0.3917548095,0.2906886626,0.3409183874
V05,-0.1291167458,-0.1050123542,0.1143875659,-0.140711728,0.02267098031,0.2816414071,0.09378063948,0.01088519606,0.2550332557,-0.06565942542,0.05427973719,0.03096148168,0.1376962835,-0.1295440895,-0.08138513667,0.232211333,-0.1637059958,-0.2420976422,0.2039728644,0.1999138734,-0.04630057957,0.2219417128,-0.007051620038,0.1169237567,0.1666037766,0.2539808676,0.1957073541,-0.1005681391,0.1954624993,0.3004756049,0.01578557824,0.3086461282,0.2269539045,0.3780798962,0.1711923903,0.4402101391,0.3275232216,0.1703938063,0.2892473208,0.224820426,0.1981011202,0.3020964632,0.1460760074,0.2108675466,0.08681825065,0.1283785908,0.1973651306,0.1929517541,0.3005940986,1,0.3780481334,0.6011392046,0.3191259924,0.3222903089,0.3044959962,0.2963875955,0.3441520183,0.227779432,0.3692443907,0.3440169092
V06,-0.04269255953,0.01978828779,0.06285699727,-0.1009304265,0.2552899961,0.1133857118,0.02518753167,-0.02986935427,-0.09658870152,-0.01611183444,0.2404360735,0.1390120889,0.3181317233,-0.1634678885,0.2525526662,0.04818394694,-0.05170311898,0.02881243783,0.08774322398,-0.04502910329,-0.1150888643,0.1794494377,0.1085836889,-0.09611653,0.117644066,0.2202311733,0.150149035,0.1736869627,0.1008913997,0.2135069451,0.1357291845,0.07035001084,0.1793196586,-0.00292502713,0.2089807336,0.1515290091,0.2585361382,-0.01728911231,0.2751715332,0.1996762482,0.433764884,0.03568742392,0.2651276893,0.2585633775,0.2166744852,0.1382746478,0.1339045938,0.2413788846,0.4041289931,0.3780481334,1,0.3275567835,0.3238258031,0.325929913,0.2826050082,0.2612631085,0.4111281067,0.2277918283,0.2031239436,0.4200074607
V07,-0.06426602833,-0.02568084218,0.3653680532,-0.02842993518,-0.02718010497,0.2196202067,0.1347593747,0.03955691251,0.2464281774,0.09934960482,0.2307758854,0.07048819987,0.3120523151,-0.07848765372,-0.06431019076,0.2816997499,-0.06378028303,-0.140718917,0.1065378862,0.3697584862,0.1000029517,0.4640892143,0.1280730611,0.2895133245,0.305499031,0.5312190306,0.3402819004,0.1891948341,0.2926529841,0.2722984536,0.1540579174,0.3086888476,0.1514305753,0.3079344588,0.08608356817,0.3655824481,0.274129257,0.2225696601,0.3197367656,0.3250911897,0.3240098591,0.4392021714,0.1644121073,0.3496319279,0.1014867989,0.1394743355,0.3287894333,0.1879580501,0.225528453,0.6011392046,0.3275567835,1,0.6295631832,0.4853764532,0.3928428814,0.1891302535,0.4590376514,0.3342415837,0.4795511976,0.3807285207
V08,0.01138676143,0.1143381733,0.2075554783,0.1977125744,0.09000989528,0.07542332775,0.2266976074,0.1018488395,0.0601791405,0.168074759,0.2632126355,0.1494019975,0.314842201,0.1617849175,0.1109166879,0.0795977447,-0.09091973022,-0.1391918773,0.1015269428,0.188757891,0.1038145743,0.4132445863,0.1868779031,0.2022022532,0.2417200601,0.4109776434,0.2555059511,0.1948816743,0.225231022,0.2589145412,0.1221743251,0.2136059271,0.1514481852,0.1653183106,0.1080910007,0.3941704324,0.2672689356,0.1288255914,0.2753759281,0.4447598493,0.2631576881,0.3153155236,0.3588675148,0.3829431438,0.3089662363,0.2464973918,0.376434805,0.2371004526,0.3182282331,0.3191259924,0.3238258031,0.6295631832,1,0.3636894092,0.5994214874,0.3003212565,0.440573124,0.4357804839,0.4046414534,0.3941019376
V09,-0.120510216,0.05333695898,0.3676160852,0.1103370694,0.01494285942,0.3991161832,-0.01279585493,-0.1089631687,-0.001724151385,0.1388511634,0.1374365169,0.2067305494,0.0714303195,0.1751153498,0.1204313274,0.1404019552,-0.03597145422,-0.1536380735,0.2046659751,0.1348394618,0.1668112561,0.3633519673,0.3426225842,0.06623581547,0.4646937316,0.4127286587,0.2687723368,0.06195555015,0.4547221538,0.3466902333,0.1742668503,0.257465059,0.003816264142,0.4247640855,0.2933246587,0.4008054249,0.4404100685,0.03586255144,0.4874115543,0.2707618963,0.2541949984,0.152800604,0.2379714756,0.5301361653,0.2862783222,0.1238081812,0.3675661175,0.2751923673,0.320754717,0.3222903089,0.325929913,0.4853764532,0.3636894092,1,0.3911680966,0.1839207192,0.439717838,0.5282754249,0.5398503734,0.404840585
V10,-0.02522173482,0.1490899082,0.1010915388,0.1671040293,0.144161566,0.2074519277,0.1623831737,0.1588635284,-0.09050521082,0.2840179496,0.3688655578,0.3242284681,0.2920943352,0.2566854912,0.0978358414,0.01481141819,0.01925561451,-0.06270973122,0.1252094141,0.1471692171,0.09033579901,0.2743662461,0.2489414896,0.1266023665,0.2434107824,0.2627193922,0.2441091627,0.0783575919,0.2242452409,0.1326674777,0.138646085,0.4188486433,0.2536213753,0.2842827292,0.1940877537,0.500347458,0.3243180389,0.1550712217,0.4130200879,0.2890880783,0.07499710198,0.3219177412,0.5298522971,0.398661596,0.4667974116,0.1394041822,0.389990962,0.4916008555,0.3834221937,0.3044959962,0.2826050082,0.3928428814,0.5994214874,0.3911680966,1,0.3027635727,0.5790588856,0.4627036488,0.2416829945,0.3385753478
V11,0.01043016039,0.2186814262,0.008313889561,0.0206314988,0.1827014461,0.05551287995,0.2167928227,0.2588736173,0.2323899979,-0.08589565702,0.1984750896,0.03747749899,0.1428673693,0.2092903036,0.1356159035,0.1076673591,-0.1952327921,-0.04724472217,0.2212003502,0.02989886855,0.1807795308,0.3313808546,-0.003355730188,0.1212909369,0.2437246339,0.08058314459,0.2006099432,0.02651115135,0.1308021685,0.2558787443,0.2123828562,0.09601755048,0.3522746589,0.08955569043,0.1613147817,0.4736058744,0.3125350795,0.04299798034,0.3697059459,0.4023331071,0.224326334,0.2180618896,0.2402516862,0.1736535621,0.2388623768,0.3801564287,0.3176064512,0.1145852822,0.2415218431,0.2963875955,0.2612631085,0.1891302535,0.3003212565,0.1839207192,0.3027635727,1,0.18111741,0.3217476591,0.2917073157,0.2242491863
V12,-0.1582443261,0.1136412972,0.1767161364,0.08975278881,0.02857193643,0.288656571,0.07149304395,0.07230536848,-0.01707384442,0.1490511148,0.2487536379,0.1868125883,0.2320309097,0.2292499258,0.03750305424,0.1509112171,0.05568191555,0.05439348319,0.07318101442,0.3004834348,0.09761206728,0.2933541022,0.2006350291,0.214971675,0.2907009926,0.1782747525,0.2373233088,0.07339310997,0.2927003784,0.2806001363,0.1582950691,0.2665758372,0.109438527,0.2170960345,0.2632530905,0.3161794138,0.4119648765,0.06623565653,0.3664304878,0.04511905253,0.1802575857,0.1529587676,0.3176070582,0.4005397598,0.4459442604,0.1144578953,0.3834419599,0.4284634867,0.3099793076,0.3441520183,0.4111281067,0.4590376514,0.440573124,0.439717838,0.5790588856,0.18111741,1,0.4219016577,0.4335350974,0.3516787398
V13,-0.1025838623,0.0626757191,0.06920653883,0.1551787991,0.06111155491,0.2293110528,0.2199795815,0.1211888493,-0.01518942143,0.2425042663,0.2236270745,0.2512074348,0.2042147699,0.3597321161,0.2029692047,-0.01039275039,-0.04282441109,-0.1770543168,0.2120952906,0.1329145529,0.1392612898,0.2945420744,0.0734919347,0.08769724874,0.4265972467,0.1261197892,0.09656308404,-0.1023554218,0.1452659089,0.1717413405,0.1397311468,0.08669032256,0.08587551434,0.2817270365,0.2996297979,0.4168682283,0.3737777035,-0.006943774745,0.4161879043,0.1763429919,0.2020660999,0.1541093978,0.3065007155,0.5550282649,0.2735399655,0.4370328554,0.4151427971,0.2583789724,0.3917548095,0.227779432,0.2277918283,0.3342415837,0.4357804839,0.5282754249,0.4627036488,0.3217476591,0.4219016577,1,0.5056538252,0.4412227315
V14,-0.05070656929,0.06128491871,0.1798982946,0.09744370373,0.1151085752,0.2497486143,0.2296507505,-0.01537611024,0.1984699715,0.02380679218,0.02007520236,-0.006553871786,0.03950620878,0.2028905049,0.126892934,0.2635713251,-0.1179797129,-0.1675131274,0.1578801196,0.1361288271,0.03894960226,0.3809243585,0.1262751534,0.2357554351,0.410281496,0.3243747263,0.3645195964,0.0686493111,0.2928069109,0.4134574093,0.113740012,0.1855676338,0.005928934804,0.29329423,0.1481051578,0.3420558603,0.4460940627,0.2157542215,0.4713928304,0.1757977727,0.348413627,0.09440314569,0.3188763097,0.4516271573,0.186997496,0.3619247216,0.3483799306,0.32088783,0.2906886626,0.3692443907,0.2031239436,0.4795511976,0.4046414534,0.5398503734,0.2416829945,0.2917073157,0.4335350974,0.5056538252,1,0.3582721132
V15,-0.0813878996,-0.1038576524,0.2099751962,0.1421414149,0.1349988317,0.3408797465,0.05227593565,-0.06020405669,0.1585157091,0.1039540095,0.2476330857,0.2258186906,0.1910457231,0.02467326513,0.2488032907,-0.05571508627,0.01851898112,-0.08525025108,0.1089547972,0.1480295194,0.06918206283,0.2463749292,0.1393128201,0.1546358526,0.3172836034,0.2594082454,0.2595400364,0.03706326794,0.2766299203,0.3817709868,0.1196491646,0.1432908881,0.2017942957,0.2935873419,0.2045951169,0.1801268419,0.3115644702,0.1794895709,0.3352208499,0.4414078973,0.2720099361,0.2744982688,0.2782242385,0.3629104965,0.1707761837,0.2570861543,0.1577954763,0.3069240055,0.3409183874,0.3440169092,0.4200074607,0.3807285207,0.3941019376,0.404840585,0.3385753478,0.2242491863,0.3516787398,0.4412227315,0.3582721132,1
